Time,CoPx,CoPy
0.417000,0.011171,0.036824
0.418000,0.011158,0.036820
0.419000,0.011150,0.036822
0.420000,0.011130,0.036818
0.421000,0.011113,0.036810
0.422000,0.011093,0.036799
0.423000,0.011085,0.036799
0.424000,0.011089,0.036787
0.425000,0.011085,0.036785
0.426000,0.011085,0.036785
0.427000,0.011085,0.036785
0.428000,0.011089,0.036772
0.429000,0.011102,0.036769
0.430000,0.011113,0.036763
0.431000,0.011125,0.036757
0.432000,0.011125,0.036748
0.433000,0.011120,0.036742
0.434000,0.011123,0.036726
0.435000,0.011134,0.036703
0.436000,0.011137,0.036681
0.437000,0.011137,0.036671
0.438000,0.011128,0.036654
0.439000,0.011124,0.036641
0.440000,0.011128,0.036629
0.441000,0.011123,0.036608
0.442000,0.011120,0.036596
0.443000,0.011116,0.036579
0.444000,0.011104,0.036561
0.445000,0.011101,0.036543
0.446000,0.011102,0.036523
0.447000,0.011107,0.036505
0.448000,0.011113,0.036482
0.449000,0.011114,0.036456
0.450000,0.011128,0.036434
0.451000,0.011130,0.036407
0.452000,0.011136,0.036393
0.453000,0.011143,0.036381
0.454000,0.011153,0.036371
0.455000,0.011160,0.036359
0.456000,0.011170,0.036343
0.457000,0.011181,0.036333
0.458000,0.011184,0.036333
0.459000,0.011186,0.036325
0.460000,0.011197,0.036317
0.461000,0.011212,0.036313
0.462000,0.011227,0.036309
0.463000,0.011237,0.036300
0.464000,0.011244,0.036302
0.465000,0.011246,0.036308
0.466000,0.011248,0.036306
0.467000,0.011245,0.036297
0.468000,0.011246,0.036301
0.469000,0.011252,0.036309
0.470000,0.011249,0.036309
0.471000,0.011249,0.036311
0.472000,0.011255,0.036318
0.473000,0.011259,0.036316
0.474000,0.011256,0.036322
0.475000,0.011256,0.036333
0.476000,0.011265,0.036343
0.477000,0.011270,0.036356
0.478000,0.011270,0.036365
0.479000,0.011262,0.036373
0.480000,0.011258,0.036385
0.481000,0.011254,0.036388
0.482000,0.011249,0.036390
0.483000,0.011249,0.036389
0.484000,0.011252,0.036391
0.485000,0.011255,0.036393
0.486000,0.011251,0.036379
0.487000,0.011245,0.036362
0.488000,0.011244,0.036350
0.489000,0.011239,0.036326
0.490000,0.011224,0.036300
0.491000,0.011228,0.036285
0.492000,0.011230,0.036261
0.493000,0.011225,0.036228
0.494000,0.011223,0.036192
0.495000,0.011238,0.036157
0.496000,0.011250,0.036118
0.497000,0.011261,0.036072
0.498000,0.011266,0.036036
0.499000,0.011274,0.036005
0.500000,0.011274,0.035965
0.501000,0.011275,0.035927
0.502000,0.011271,0.035893
0.503000,0.011264,0.035864
0.504000,0.011245,0.035840
0.505000,0.011230,0.035812
0.506000,0.011211,0.035797
0.507000,0.011195,0.035777
0.508000,0.011185,0.035762
0.509000,0.011165,0.035747
0.510000,0.011154,0.035731
0.511000,0.011147,0.035710
0.512000,0.011136,0.035694
0.513000,0.011133,0.035678
0.514000,0.011129,0.035668
0.515000,0.011118,0.035659
0.516000,0.011119,0.035653
0.517000,0.011120,0.035647
0.518000,0.011120,0.035641
0.519000,0.011117,0.035640
0.520000,0.011118,0.035652
0.521000,0.011123,0.035659
0.522000,0.011120,0.035665
0.523000,0.011112,0.035675
0.524000,0.011121,0.035693
0.525000,0.011130,0.035710
0.526000,0.011130,0.035726
0.527000,0.011134,0.035746
0.528000,0.011142,0.035769
0.529000,0.011141,0.035791
0.530000,0.011144,0.035807
0.531000,0.011160,0.035838
0.532000,0.011180,0.035863
0.533000,0.011200,0.035889
0.534000,0.011208,0.035911
0.535000,0.011219,0.035935
0.536000,0.011234,0.035964
0.537000,0.011246,0.035988
0.538000,0.011265,0.036011
0.539000,0.011281,0.036040
0.540000,0.011291,0.036054
0.541000,0.011297,0.036078
0.542000,0.011307,0.036090
0.543000,0.011324,0.036108
0.544000,0.011338,0.036122
0.545000,0.011346,0.036130
0.546000,0.011359,0.036141
0.547000,0.011371,0.036154
0.548000,0.011380,0.036170
0.549000,0.011389,0.036186
0.550000,0.011402,0.036191
0.551000,0.011403,0.036202
0.552000,0.011408,0.036207
0.553000,0.011417,0.036202
0.554000,0.011427,0.036198
0.555000,0.011437,0.036194
0.556000,0.011443,0.036195
0.557000,0.011461,0.036191
0.558000,0.011467,0.036186
0.559000,0.011477,0.036174
0.560000,0.011491,0.036159
0.561000,0.011497,0.036145
0.562000,0.011508,0.036136
0.563000,0.011524,0.036125
0.564000,0.011539,0.036113
0.565000,0.011554,0.036094
0.566000,0.011557,0.036063
0.567000,0.011565,0.036037
0.568000,0.011581,0.036012
0.569000,0.011593,0.035991
0.570000,0.011601,0.035966
0.571000,0.011613,0.035936
0.572000,0.011620,0.035910
0.573000,0.011624,0.035882
0.574000,0.011628,0.035844
0.575000,0.011644,0.035819
0.576000,0.011664,0.035791
0.577000,0.011677,0.035764
0.578000,0.011693,0.035732
0.579000,0.011706,0.035698
0.580000,0.011719,0.035671
0.581000,0.011732,0.035636
0.582000,0.011741,0.035598
0.583000,0.011754,0.035566
0.584000,0.011767,0.035532
0.585000,0.011781,0.035498
0.586000,0.011794,0.035465
0.587000,0.011803,0.035427
0.588000,0.011821,0.035398
0.589000,0.011830,0.035370
0.590000,0.011839,0.035333
0.591000,0.011852,0.035300
0.592000,0.011865,0.035257
0.593000,0.011870,0.035209
0.594000,0.011875,0.035167
0.595000,0.011880,0.035125
0.596000,0.011885,0.035083
0.597000,0.011895,0.035038
0.598000,0.011896,0.034984
0.599000,0.011897,0.034940
0.600000,0.011894,0.034891
0.601000,0.011895,0.034856
0.602000,0.011901,0.034823
0.603000,0.011898,0.034784
0.604000,0.011887,0.034744
0.605000,0.011885,0.034705
0.606000,0.011875,0.034666
0.607000,0.011877,0.034631
0.608000,0.011874,0.034609
0.609000,0.011872,0.034585
0.610000,0.011866,0.034560
0.611000,0.011860,0.034534
0.612000,0.011858,0.034505
0.613000,0.011857,0.034483
0.614000,0.011855,0.034463
0.615000,0.011854,0.034442
0.616000,0.011849,0.034428
0.617000,0.011847,0.034408
0.618000,0.011847,0.034390
0.619000,0.011842,0.034361
0.620000,0.011834,0.034344
0.621000,0.011821,0.034347
0.622000,0.011821,0.034338
0.623000,0.011809,0.034333
0.624000,0.011796,0.034337
0.625000,0.011784,0.034333
0.626000,0.011772,0.034330
0.627000,0.011760,0.034326
0.628000,0.011748,0.034339
0.629000,0.011744,0.034343
0.630000,0.011748,0.034339
0.631000,0.011736,0.034343
0.632000,0.011732,0.034347
0.633000,0.011732,0.034346
0.634000,0.011723,0.034352
0.635000,0.011714,0.034357
0.636000,0.011713,0.034370
0.637000,0.011707,0.034386
0.638000,0.011698,0.034399
0.639000,0.011684,0.034415
0.640000,0.011683,0.034434
0.641000,0.011672,0.034461
0.642000,0.011658,0.034483
0.643000,0.011660,0.034505
0.644000,0.011653,0.034534
0.645000,0.011638,0.034562
0.646000,0.011626,0.034593
0.647000,0.011610,0.034625
0.648000,0.011588,0.034661
0.649000,0.011567,0.034695
0.650000,0.011562,0.034729
0.651000,0.011552,0.034765
0.652000,0.011530,0.034805
0.653000,0.011503,0.034841
0.654000,0.011485,0.034884
0.655000,0.011462,0.034923
0.656000,0.011439,0.034961
0.657000,0.011424,0.034998
0.658000,0.011397,0.035041
0.659000,0.011358,0.035087
0.660000,0.011323,0.035129
0.661000,0.011300,0.035175
0.662000,0.011293,0.035219
0.663000,0.011274,0.035260
0.664000,0.011263,0.035301
0.665000,0.011249,0.035355
0.666000,0.011230,0.035404
0.667000,0.011219,0.035445
0.668000,0.011212,0.035473
0.669000,0.011214,0.035518
0.670000,0.011199,0.035562
0.671000,0.011176,0.035608
0.672000,0.011165,0.035657
0.673000,0.011155,0.035707
0.674000,0.011145,0.035741
0.675000,0.011143,0.035784
0.676000,0.011136,0.035821
0.677000,0.011130,0.035867
0.678000,0.011124,0.035896
0.679000,0.011126,0.035918
0.680000,0.011132,0.035945
0.681000,0.011139,0.035963
0.682000,0.011137,0.035982
0.683000,0.011144,0.036001
0.684000,0.011150,0.036011
0.685000,0.011161,0.036027
0.686000,0.011165,0.036028
0.687000,0.011172,0.036042
0.688000,0.011184,0.036051
0.689000,0.011191,0.036048
0.690000,0.011194,0.036041
0.691000,0.011206,0.036043
0.692000,0.011213,0.036049
0.693000,0.011217,0.036043
0.694000,0.011224,0.036041
0.695000,0.011240,0.036046
0.696000,0.011252,0.036039
0.697000,0.011259,0.036028
0.698000,0.011270,0.036021
